fileid,date_cases_IMPUTED,cases_extracted,country_extracted,date_extracted,deaths_extracted,virus_extracted
2011_03_25-en,,1.0,The Netherlands,2011/3/25,144.0,Avian influenza
2011_03_29-en,,3.0,Egypt,2011/3/29,45.0,Avian influenza
2011_04_01-en,,1.0,The Netherlands,2011/4/1,145.0,Avian influenza
2011_04_06-en,,4.0,Egypt,2011/4/6,45.0,Avian influenza
2011_04_11a-en,,1.0,People's Republic of Bangladesh,2011/4/11,0.0,Avian influenza
2011_04_11b-en,,14.0,Kingdom of Cambodia,2011/4/11,12.0,Avian influenza
2011_04_21a-en,,3.0,Cameroon,2011/4/21,0.0,Coronavirus
2011_04_21c-en,,15.0,Kingdom of Cambodia,2011/4/21,13.0,Avian influenza
2011_04_21d-en,,2.0,Egypt,2011/4/16,1.0,Avian influenza
2011_05_13-en,,1.0,The Netherlands,2011/5/13,146.0,Avian influenza
2011_05_18-en,,1.0,United Republic of Tanzania,2011/5/13,1.0,Hemorrhagic fever
2011_05_27-en,,276.0,Germany,2011/5/27,3.0,EHEC
2011_06_01-en,,144.0,Egypt,2011/6/1,48.0,Avian influenza
2011_06_02-en,,1064.0,Germany,2011/6/2,15.0,Escherichia coli Infection
2011_06_03-en,,1.0,The Netherlands,2011/6/3,146.0,Avian influenza
2011_06_10a-en,,,Chad,2011/6/10,,Coronavirus
2011_06_16-en,,5.0,Egypt,2011/6/16,4.0,Avian influenza
2011_06_22-en,,150.0,Egypt,2011/6/22,52.0,Avian influenza
2011_07_07-en,,1.0,Pakistan,2011/7/7,0.0,Coronavirus
2011_07_22-en,,3896.0,Congo,2011/7/22,265.0,Cholera
2011_08_02-en,,1.0,Kingdom of Cambodia,2011/8/2,15.0,Avian influenza
2011_08_09-en,,1.0,Egypt,2011/8/9,52.0,Avian influenza
2011_08_15-en,,,Angola,2011/8/15,,
2011_08_16-en,,22.0,Romania and Turkey,2011/8/16,,West Nile Disease
2011_08_19-en,,18.0,Kingdom of Cambodia,2011/8/19,16.0,Avian influenza
2011_09_01-en,,4.0,China,2011/9/1,0.0,Coronavirus
2011_09_20-en,,84.0,Pakistan,2011/9/20,,Coronavirus
2011_10_07-en,,26025.0,"Africa, Europe, and the USA",2011/7/1,6.0,Measles
2011_10_10-en,,1.0,The Netherlands,2011/10/10,147.0,Avian influenza
2011_10_26-en,,2.0,The Netherlands,2011/10/26,149.0,Avian influenza
2011_11_02-en,,1.0,Egypt,2011/11/2,52.0,Avian influenza
2011_11_11-en,,,Federal Republic of Nigeria,2011/11/11,,
2011_11_15-en,,1.0,The Netherlands,2011/11/15,150.0,Avian influenza
2011_11_24-en,,3.0,United States,2011/11/10,0.0,swine-origin H3N2 reassortant
2011_11_29-en,,1.0,Egypt,2011/11/29,52.0,Avian influenza
2011_12_01-en,,3.0,Cameroon,2011/12/1,10.0,Yellow Fever
2011_12_15-en,,2.0,Egypt,2011/12/15,53.0,Avian influenza
2011_12_21-en,,156.0,Egypt,2011/12/21,54.0,Avian influenza
2012_01_05-en,,157.0,Egypt,2011/12/22,55.0,Avian influenza
2012_01_05b-en,,41.0,China,2012/1/5,27.0,Avian influenza
2012_01_11-en,,1.0,The Netherlands,2012/1/11,151.0,Avian influenza
2012_01_16-en,,19.0,Kingdom of Cambodia,2012/1/16,16.0,Avian influenza
2012_01_17-en,,,,,,
2012_01_18-en,,19.0,Kingdom of Cambodia,2012/1/18,17.0,Avian influenza
2012_01_19-en,,1.0,The Netherlands,2012/1/19,152.0,Avian influenza
2012_01_19b-en,,2.0,Egypt,2012/1/19,55.0,Avian influenza
2012_01_20-en,,120.0,Viet Nam,2012/1/20,60.0,Avian influenza
2012_01_24-en,,1.0,China,2012/1/24,1.0,Avian influenza
2012_02_03-en,,23.0,Cameroon,2011/12/1,7.0,Yellow Fever
2012_02_03b-en,,3.0,Ghana,2011/10/11,2.0,Yellow Fever
2012_02_08-en,,121.0,Viet Nam,2012/2/8,61.0,Avian influenza
2012_02_21-en,,1.0,The Netherlands,2012/2/21,153.0,Avian influenza
2012_02_22-en,,160.0,Egypt,2012/2/22,55.0,Avian influenza
2012_02_24-en,,1.0,Egypt,2012/2/24,55.0,Avian influenza
2012_02_28-en,,2.0,Egypt,2012/2/28,2.0,Avian influenza
2012_03_01-en,,1.0,The Netherlands,2012/3/1,154.0,Avian influenza
2012_03_02-en,,4.0,People's Republic of Bangladesh,2012/3/2,0.0,Avian influenza
2012_03_05-en,,1.0,Viet Nam,2012/3/5,61.0,Avian influenza
2012_03_07-en,,2.0,People's Republic of Bangladesh,2012/3/7,0.0,Avian influenza
2012_03_12b-en,,1.0,The Netherlands,2012/3/12,155.0,Avian influenza
2012_03_19-en,,164.0,Egypt,2012/3/19,58.0,Avian influenza
2012_03_23-en,,6685.0,Burkina Faso,2012/3/23,639.0,W135
2012_03_26-en,,188.0,The Netherlands,2012/3/26,156.0,Avian influenza
2012_04_02-en,,2.0,Egypt,2012/4/2,1.0,Avian influenza
2012_04_04-en,,623.0,Federal Republic of Nigeria,2012/4/4,70.0,Lassa Fever
2012_04_05-en,,1.0,Kingdom of Cambodia,2012/4/5,1.0,Avian influenza
2012_04_12-en,,167.0,Egypt,2012/4/12,60.0,Avian influenza
2012_05_02-en,,1.0,The Netherlands,2012/5/2,157.0,Avian influenza
2012_05_24-en,,11647.0,"Cameroon, Central African Republic",2012/5/24,960.0,Meningococcal (Group C)
2012_05_29-en,,21.0,Kingdom of Cambodia,2012/5/20,19.0,Avian influenza
2012_06_05-en,,22.0,Hong Kong,2012/6/5,,Avian influenza
2012_06_07-en,,168.0,Egypt,2012/6/7,60.0,Avian influenza
2012_07_04-en,,62.0,Kingdom of Cambodia,2012/4/1,61.0,
2012_07_06-en,,190.0,The Netherlands,2012/7/6,158.0,Avian influenza
2012_07_06a-en,,74.0,Kingdom of Cambodia,2012/7/5,56.0,
2012_07_09-en,,59.0,Kingdom of Cambodia,2012/7/9,52.0,Enterovirus Infection
2012_07_13-en,,78.0,Kingdom of Cambodia,2012/7/13,54.0,Enterovirus Infection
2012_07_23-en,,368.0,Congo,2012/7/23,,Cholera
2012_07_29-en,,20.0,United Republic of Tanzania,2012/7/29,14.0,Hemorrhagic fever
2012_08_03-en,,53.0,United Republic of Tanzania,2012/8/3,16.0,Hemorrhagic fever
2012_08_10b-en,,191.0,The Netherlands,2012/8/10,159.0,Avian influenza
2012_08_14-en,,24.0,United Republic of Tanzania,2012/8/14,16.0,Hemorrhagic fever
2012_08_17-en,,24.0,United Republic of Tanzania,2012/8/17,16.0,Hemorrhagic fever
2012_08_18-en,,10.0,Congo,2012/8/17,6.0,Hemorrhagic fever
2012_08_21-en,,15.0,Congo,2012/8/21,10.0,
2012_08_22-en,,11653.0,Sierra Leone,2012/8/22,216.0,Cholera
2012_08_30-en,,24.0,Congo,2012/8/30,11.0,Ebola
2012_08_30a-en,,13934.0,Sierra Leone,2012/8/30,232.0,Cholera
2012_09_03-en,,24.0,United Republic of Tanzania,2012/9/3,17.0,Hemorrhagic fever
2012_09_04-en,,6.0,United States,2012/9/4,2.0,HendraVirus
2012_09_05-en,,28.0,Congo,2012/9/5,14.0,Ebola
2012_09_08-en,,16360.0,Sierra Leone,2012/9/8,255.0,Cholera
2012_09_12-en,,8.0,United States,2012/9/12,3.0,HendraVirus
2012_09_14-en,,41.0,Congo,2012/9/14,18.0,Coronavirus Variant B.1.1.316
2012_09_18b-en,,18508.0,Sierra Leone,2012/9/18,271.0,Cholera
2012_09_23-en,,1.0,United Kingdom,2012/9/22,0.0,Reinfection and Coronavirus
2012_09_25-en,,2.0,Saudi Arabia,2012/9/25,1.0,Reinfection and Coronavirus
2012_09_27-en,,51.0,Congo,2012/9/27,20.0,Hemorrhagic fever
2012_09_28-en,,2.0,Saudi Arabia,2012/9/28,2.0,Reinfection and Coronavirus
2012_09_29-en,,2.0,,2012/9/29,,Reinfection and Coronavirus
2012_10_04-en,,24.0,United Republic of Tanzania,2012/10/4,17.0,Hemorrhagic fever
2012_10_08a-en,,49.0,Congo,2012/10/8,24.0,Hemorrhagic fever
2012_10_10-en,,2.0,Saudi Arabia,2012/10/10,,Reinfection and Coronavirus
2012_10_17-en,,18.0,Portugal,2012/10/17,,Dengue Fever
2012_10_21-en,,3.0,United Republic of Tanzania,2012/10/21,,Marburg Hemorrhagic Fever
2012_10_22-en,,9.0,United Republic of Tanzania,2012/10/22,5.0,Marburg Hemorrhagic Fever
2012_10_26-en,,52.0,Congo,2012/10/26,25.0,Hemorrhagic fever
2012_10_31-en,,18.0,United Republic of Tanzania,2012/10/31,9.0,Marburg Hemorrhagic Fever
2012_11_01-en,,34.0,Egypt,2012/10/4,17.0,Rift Valley Fever
2012_11_13-en,,329.0,Egypt,2012/11/13,97.0,Yellow Fever
2012_11_17-en,,4.0,United Republic of Tanzania,2012/11/17,3.0,Hemorrhagic fever
2012_11_22-en,,459.0,Egypt,2012/11/20,116.0,Yellow Fever
2012_11_23_ebola-en,,10.0,United Republic of Tanzania,2012/11/23,5.0,Ebola
2012_11_23_update-en,,20.0,United Republic of Tanzania,2012/11/23,9.0,Marburg Hemorrhagic Fever
2012_11_30_ebola-en,,7.0,United Republic of Tanzania,2012/11/30,4.0,Hemorrhagic fever
2012_12_03-en,,44.0,Egypt,2013/12/3,14.0,Yellow Fever
2012_12_06-en,,732.0,Egypt,2012/12/6,165.0,Yellow Fever
2012_12_12-en,,1.0,Congo,2012/10/1,,Yellow Fever
2013_02_01-en,,5.0,Kingdom of Cambodia,2013/1/1,4.0,H5N1
2013_02_11b-en,,1.0,United Kingdom,2013/2/11,0.0,Reinfection and Coronavirus
2013_02_12-en,,1.0,Niger,2013/2/12,,Coronavirus
2013_02_13-en,,11.0,United Kingdom,2013/2/13,5.0,Reinfection and Coronavirus
2013_02_14-en,,139.0,Chad,2013/2/14,9.0,Yellow Fever
2013_02_16-en,,12.0,United Kingdom,2013/2/16,5.0,Reinfection and Coronavirus
2013_02_21-en,,13.0,Saudi Arabia,2013/2/21,7.0,Reinfection and Coronavirus
2013_03_06-en,,7.0,Saudi Arabia,2013/3/6,5.0,Reinfection and Coronavirus
2013_03_12-en,,15.0,Saudi Arabia,2013/3/12,9.0,Reinfection and Coronavirus
2013_03_23-en,,16.0,Saudi Arabia,2013/3/23,9.0,Reinfection and Coronavirus
2013_03_26-en,,17.0,Saudi Arabia,2013/3/26,11.0,Reinfection and Coronavirus
2013_04_01-en,,3.0,China,2013/3/31,2.0,Avian influenza
2013_04_03-en,,7.0,China,2013/4/3,2.0,Avian influenza
2013_04_04-en,,11.0,China,2013/4/4,5.0,Avian influenza
2013_04_05-en,,16.0,China,2013/4/5,6.0,Avian influenza
2013_04_06-en,,18.0,China,2013/4/6,6.0,Avian influenza
2013_04_07-en,,21.0,China,2013/4/7,6.0,Avian influenza
2013_04_09-en,,24.0,China,2013/4/9,7.0,Avian influenza
2013_04_10-en,,28.0,China,2013/4/10,9.0,Avian influenza
2013_04_11-en,,38.0,China,2013/4/11,10.0,Avian influenza
2013_04_12-en,,43.0,China,2013/4/12,11.0,Avian influenza
2013_04_13-en,,49.0,China,2013/4/13,11.0,Avian influenza
2013_04_14-en,,51.0,China,2013/4/14,11.0,Avian influenza
2013_04_15-en,,60.0,China,2013/4/15,13.0,Avian influenza
2013_04_16-en,,63.0,China,2013/4/16,14.0,Avian influenza
2013_04_17-en,,82.0,China,2013/4/17,17.0,Avian influenza
2013_04_18-en,,87.0,China,2013/4/18,17.0,Avian influenza
2013_04_19-en,,91.0,China,2013/4/19,17.0,Avian influenza
2013_04_20-en,,96.0,China,2013/4/20,18.0,Avian influenza
2013_04_21-en,,102.0,China,2013/4/21,20.0,Avian influenza
2013_04_22-en,,104.0,China,2013/4/22,21.0,Avian influenza
2013_04_23-en,,108.0,China,2013/4/23,22.0,Avian influenza
2013_04_25-en,,109.0,China,2013/4/25,22.0,Avian influenza
2013_04_29-en,,126.0,China,2013/4/29,24.0,Avian influenza
2013_05_02_ncov-en,,7.0,Saudi Arabia,2013/5/2,5.0,Reinfection and Coronavirus
2013_05_03_ncov-en,,3.0,Saudi Arabia,2013/5/3,16.0,Reinfection and Coronavirus
2013_05_06_ncov-en,,13.0,Saudi Arabia,2013/5/6,7.0,Reinfection and Coronavirus
2013_05_07-en,,130.0,China,2013/5/7,31.0,Avian influenza
2013_05_08_ncov-en,,1.0,France,2013/5/8,0.0,Reinfection and Coronavirus
2013_05_09_ncov-en,,15.0,Saudi Arabia,2013/5/9,7.0,Reinfection and Coronavirus
2013_05_11-en,,1.0,Somalia,2013/5/11,0.0,Coronavirus
2013_05_12-en,,1.0,France,2013/5/12,1.0,Reinfection and Coronavirus
2013_05_14_ncov-en,,19.0,Saudi Arabia,2013/5/14,9.0,Reinfection and Coronavirus
2013_05_15_ncov-en,,21.0,Saudi Arabia,2013/5/15,9.0,Reinfection and Coronavirus
2013_05_17-en,,131.0,China,2013/5/17,36.0,Avian influenza
2013_05_18_ncov-en,,22.0,Saudi Arabia,2013/5/18,9.0,Reinfection and Coronavirus
2013_05_22_ncov-en,,2.0,Egypt,2013/5/22,1.0,Reinfection and Coronavirus
2013_05_23_ncov-en,,22.0,Saudi Arabia,2013/5/23,10.0,MERSCoV
2013_05_29_ncov-en,,5.0,Saudi Arabia,2013/5/29,4.0,MERSCoV
2013_05_31_ncov-en,,50.0,Saudi Arabia,2013/5/31,30.0,MERSCoV
2013_06_01_ncov-en,,1.0,Italy,2013/6/1,0.0,MERSCoV
2013_06_02_ncov-en,,2.0,Italy,2013/6/2,0.0,MERSCoV
2013_06_03-en,,,Israel,2013/4/9,,Coronavirus
2013_06_05-en,,54.0,Saudi Arabia,2013/6/5,30.0,MERSCoV
2013_06_06_menin-en,,9249.0,Guinea Bissau,2013/5/12,857.0,Meningitis
2013_06_07-en,,55.0,Saudi Arabia,2013/6/7,31.0,MERSCoV
2013_06_14-en,,3.0,Saudi Arabia,2013/6/14,1.0,MERSCoV
2013_06_14_yellowfever-en,,51.0,Congo,2013/6/14,19.0,Yellow Fever
2013_06_15-en,,3.0,Saudi Arabia,2013/6/15,1.0,MERSCoV
2013_06_17-en,,3.0,Saudi Arabia,2013/6/17,4.0,MERSCoV
2013_06_22-en,,4.0,Saudi Arabia,2013/6/22,0.0,MERSCoV
2013_06_23-en,,2.0,Saudi Arabia,2013/6/23,1.0,MERSCoV
2013_06_26-en,,7.0,Saudi Arabia,2013/6/26,1.0,MERSCoV
2013_07_04-en,,133.0,China,2013/7/4,43.0,Avian influenza
2013_07_05-en,,2.0,Saudi Arabia,2013/7/5,2.0,MERSCoV
2013_07_07-en,,1.0,Saudi Arabia,2013/7/7,2.0,MERSCoV
2013_07_11-en,,81.0,Saudi Arabia,2013/7/11,45.0,MERSCoV
2013_07_13-en,,82.0,Saudi Arabia,2013/7/13,45.0,MERSCoV
2013_07_15-en,,,Israel,2013/7/15,,Coronavirus
2013_07_18-en,,,Saudi Arabia,2013/7/18,45.0,MERSCoV
2013_07_19-en,,90.0,Saudi Arabia,2013/7/19,45.0,MERSCoV
2013_07_20-en,,134.0,China,2013/7/20,43.0,Avian influenza
2013_07_21-en,,2.0,Saudi Arabia,2013/7/21,0.0,MERSCoV
2013_07_29-en,,91.0,Saudi Arabia,2013/7/29,46.0,MERSCoV
2013_08_01-en,,94.0,Saudi Arabia,2013/8/1,46.0,MERSCoV
2013_08_11-en,,135.0,China,2013/8/11,44.0,Avian influenza
2013_08_15-en,,27.0,Israel,2013/8/15,0.0,Coronavirus
2013_08_28-en,,8.0,Saudi Arabia,2013/8/28,2.0,MERSCoV
2013_08_29-en,,2.0,Kuwait,2013/8/29,0.0,MERSCoV
2013_08_30-en,,4.0,Saudi Arabia,2013/8/30,1.0,MERSCoV
2013_09_06-en,,2.0,Egypt,2013/9/6,1.0,MERSCoV
2013_09_07-en,,4.0,Saudi Arabia,2013/9/7,1.0,MERSCoV
2013_09_19-en,,18.0,Saudi Arabia,2013/9/19,3.0,MERSCoV
2013_09_20-en,,2.0,Italy,2013/9/20,0.0,MERSCoV
2013_09_20_polio-en,,,Israel,2013/9/20,,Coronavirus
2013_10_01-en,,3.0,Sudan (W Equatoria),2013/10/1,,Coronavirus
2013_10_04-en,,6.0,Saudi Arabia,2013/10/4,58.0,MERSCoV
2013_10_08-en,,2.0,Cameroon,2013/8/27,0.0,Yellow Fever
2013_10_14-en,,2.0,Saudi Arabia,2013/10/14,2.0,MERSCoV
2013_10_16-en,,136.0,China,2013/10/16,45.0,Avian influenza
2013_10_18-en,,1.0,Kuwait,2013/10/18,0.0,MERSCoV
2013_10_19_cholera-en,,171.0,Mexico,2013/10/19,1.0,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
2013_10_19_polio-en,,2.0,Egypt,2013/10/17,,Poliomyelitis
2013_10_24a-en,,137.0,China,2013/10/24,45.0,Avian influenza
2013_10_28-en,,176.0,Mexico,2013/10/28,1.0,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
2013_10_29a-en,,1.0,Kuwait,2013/10/29,62.0,MERSCoV
2013_10_31-en,,4.0,Saudi Arabia,2013/10/31,1.0,MERSCoV
2013_11_04-en,,150.0,Saudi Arabia,2013/11/4,64.0,MERSCoV
2013_11_06-en,,139.0,China,2013/11/6,45.0,Avian influenza
2013_11_07-en,,1.0,Saudi Arabia,2013/11/7,64.0,MERSCoV
2013_11_10-en,,1.0,Kuwait,2013/11/10,64.0,MERSCoV
2013_11_11_coronavirus-en,,2.0,Saudi Arabia,2013/11/11,0.0,MERSCoV
2013_11_11polio-en,,13.0,Egypt,2013/11/11,,Coronavirus
2013_11_13-en,,180.0,Mexico,2013/11/13,1.0,V. cholerae
2013_11_15-en,,2.0,Saudi Arabia,2013/11/15,1.0,MERSCoV
2013_11_18-en,,2.0,Kuwait,2013/11/18,0.0,MERSCoV
2013_11_21-en,,2.0,Cameroon,2013/11/21,0.0,Coronavirus
2013_11_25-en,,184.0,Mexico,2013/11/25,1.0,V. cholerae
2013_11_26polio-en,,17.0,Egypt,2013/11/26,,Coronavirus
2013_11_29-en,,2.0,Kuwait,2013/11/27,0.0,MERSCoV
2013_12_02-en,,3.0,Saudi Arabia,2013/12/2,1.0,MERSCoV
2013_12_10a-en,,2.0,St Martin (French part of the Caribbean isle),2013/12/6,0.0,Chikungunya virus disease
2013_12_17-en,,2.0,Saudi Arabia,2013/12/17,71.0,MERSCoV
2013_12_17influenza-en,,2.0,China,2013/12/15,0.0,Avian influenza
2013_12_22-en,,1.0,Saudi Arabia,2013/12/20,0.0,MERSCoV
2013_12_27-en,,4.0,Saudi Arabia,2013/12/20,1.0,MERSCoV
2013_12_31-en,,5.0,Saudi Arabia,2013/12/25,1.0,MERSCoV
2014_01_03-en,,1.0,Saudi Arabia,2013/12/31,0.0,MERSCoV
2014_01_06-en,,2.0,China,2013/12/18,1.0,Avian influenza
2014_01_07-en,,1.0,China,2013/12/31,0.0,Avian influenza
2014_01_09_h5n1-en,,1.0,Canada,2014/1/9,1.0,Avian influenza
2014_01_09_h7n9-en,,7.0,China,2014/1/9,0.0,Avian influenza
2014_01_10_h7n9-en,,2.0,Hong Kong SAR China,2014/1/8,0.0,Avian influenza
2014_01_13-en,,6.0,China,2014/1/10,1.0,Avian influenza
2014_01_14-en,,5.0,China,2014/1/14,1.0,Avian influenza
2014_01_15-en,,6.0,China,2014/1/13,1.0,Avian influenza
2014_01_16-en,,3.0,China,2014/1/14,0.0,Avian influenza
2014_01_17-en,,4.0,China,2014/1/15,0.0,Avian influenza
2014_01_20bis-en,,16.0,China,2014/1/20,0.0,Avian influenza
2014_01_22-en,,5.0,China,2014/1/20,2.0,Avian influenza
2014_01_23-en,,10.0,China,2014/1/22,0.0,Avian influenza
2014_01_25-en,,10.0,China,2014/1/25,0.0,Avian influenza
2014_01_27mers-en,,2.0,Saudi Arabia,2014/1/27,2.0,MERSCoV
2014_01_29-en,,6.0,China,2014/1/27,1.0,Avian influenza
2014_01_30-en,,15.0,China,2014/1/30,0.0,Avian influenza
2014_01_31-en,,6.0,China,2014/1/29,1.0,Avian influenza
2014_02_01-en,,7.0,China,2014/1/30,1.0,Avian influenza
2014_02_03-en,,9.0,China,2014/2/3,1.0,Avian influenza
2014_02_04mers-en,,1.0,Saudi Arabia,2014/2/4,1.0,MERSCoV
2014_02_05bis-en,,8.0,China,2014/2/5,2.0,Avian influenza
2014_02_07mers-en,,1.0,Saudi Arabia,2014/2/3,0.0,MERSCoV
2014_02_10-en,,15.0,China,2014/2/10,1.0,Avian influenza
2014_02_11-en,,7.0,China,2014/2/11,1.0,Avian influenza
2014_02_14-en,,8.0,China,2014/2/14,2.0,Avian influenza
2014_02_17-en,,1.0,Malaysia,2014/2/12,0.0,Avian influenza
2014_02_17_ah7n9-en,,7.0,China,2014/2/13,0.0,Avian influenza
2014_02_18-en,,9.0,China,2014/2/18,1.0,Avian influenza
2014_02_24-en,,9.0,China,2014/2/20,1.0,Avian influenza
2014_02_27b-en,,1.0,China,2014/2/25,0.0,Avian influenza
2014_02_28-en,,2.0,Saudi Arabia,2014/2/28,2.0,MERSCoV
2014_03_03-en,,8.0,China,2014/3/3,0.0,Avian influenza
2014_03_05-en,,1.0,China,2014/3/5,1.0,Avian influenza
2014_03_07-en,,1.0,Hong Kong,2014/3/7,0.0,Avian influenza
2014_03_10-en,,4.0,China,2014/3/10,1.0,Avian influenza
2014_03_11b-en,,3.0,China,2014/3/8,0.0,Avian influenza
2014_03_11c-en,,1.0,China,2014/3/7,0.0,Avian influenza
2014_03_12-en,,3.0,Saudi Arabia,2014/3/12,2.0,MERSCoV
2014_03_17_h7n9-en,,2.0,China,2014/3/14,0.0,Avian influenza
2014_03_17_polio-en,,7.0,Cameroon,2014/1/6,,Coronavirus
2014_03_18-en,,5.0,Saudi Arabia,2014/3/14,83.0,MERSCoV
2014_03_20_h7n9bis-en,,3.0,China,2014/3/19,0.0,Avian influenza
2014_03_20_mers-en,,2.0,Saudi Arabia,2014/3/18,1.0,MERSCoV
2014_03_23_ebola-en,,49.0,Guinea Bissau,2014/3/23,29.0,Ebola
2014_03_24_ebola-en,,86.0,Guinea Bissau,2014/3/24,59.0,Ebola
2014_03_25-en,,1.0,Saudi Arabia,2014/3/20,0.0,MERSCoV
2014_03_25_ebola-en,,86.0,Guinea Bissau,2014/3/25,60.0,Ebola
2014_03_26-en,,1.0,Saudi Arabia,2014/3/26,1.0,MERSCoV
2014_03_26_ebola-en,,86.0,Guinea Bissau,2014/3/26,62.0,Ebola
2014_03_27_ebola-en,,103.0,Guinea Bissau,2014/3/27,66.0,Ebola
2014_03_27_mers-en,,6.0,Saudi Arabia,2014/3/20,86.0,MERSCoV
2014_03_28-en,,1.0,China,2014/3/27,0.0,Avian influenza
2014_03_30_ebola_lbr-en,,7.0,Angola,2014/3/30,2.0,Ebola
2014_04_01_ebola-en,,122.0,Sierra Leone,2014/3/31,80.0,Ebola
2014_04_02_ebola-en,,127.0,Guinea Bissau,2014/4/2,83.0,Ebola
2014_04_03-en,,3.0,China,2014/3/31,0.0,Avian influenza
2014_04_04-en,,2.0,China,2014/4/4,0.0,Avian influenza
2014_04_05_ebola-en,,143.0,Guinea Bissau,2014/4/5,86.0,Ebola
2014_04_07_ebola-en,,151.0,Guinea Bissau,2014/4/7,95.0,Ebola
2014_04_08-en,,3.0,China,2014/4/8,0.0,Avian influenza
2014_04_08_HKSAR-en,,1.0,Hong Kong,2014/4/8,0.0,Avian influenza
2014_04_10_ebola-en,,158.0,Guinea Bissau,2014/4/9,101.0,Ebola
2014_04_10_h7n9-en,,2.0,China,2014/4/10,0.0,Avian influenza
2014_04_10_mers-en,,4.0,Saudi Arabia,2014/4/10,1.0,MERSCoV
2014_04_11_h7n9-en,,2.0,China,2014/4/11,0.0,Avian influenza
2014_04_11_mers-en,,19.0,Saudi Arabia,2014/4/11,2.0,MERSCoV
2014_04_14_ebola-en,,168.0,Guinea Bissau,2014/4/14,108.0,Ebola
2014_04_14_h7n9-en,,4.0,China,2014/4/11,0.0,Avian influenza
2014_04_14_mers-en,,16.0,Saudi Arabia,2014/4/14,2.0,MERSCoV
2014_04_15_h7n9-en,,2.0,China,2014/4/15,0.0,Avian influenza
2014_04_16_h7n9-en,,1.0,China,2014/4/15,,Avian influenza
2014_04_16_mers-en,,10.0,Saudi Arabia,2014/4/13,1.0,MERSCoV
2014_04_17_ebola-en,,197.0,Guinea Bissau,2014/4/16,122.0,Ebola
2014_04_17_mers-en,,5.0,Malaysia,2014/4/17,1.0,MERSCoV
2014_04_19_ebola-en,,203.0,Guinea Bissau,2014/4/17,129.0,Ebola
2014_04_20_mers-en,,1.0,Greece,2014/4/18,0.0,MERSCoV
2014_04_22_ebola-en,,208.0,Guinea Bissau,2014/4/20,136.0,Ebola
2014_04_23_mers-en,,9.0,Saudi Arabia,2014/4/23,0.0,MERSCoV
2014_04_24_h7n9-en,,6.0,China,2014/4/23,1.0,Avian influenza
2014_04_24_mers-en,,1.0,Jordan,2014/4/22,0.0,MERSCoV
2014_04_24_yellowfever-en,,139.0,DRC,2014/3/12,6.0,Yellow Fever
2014_04_25_ebola-en,,218.0,Guinea Bissau,2014/4/23,141.0,Ebola
2014_04_26_mers-en,,7.0,Saudi Arabia,2014/4/26,0.0,MERSCoV
2014_04_28_ebola-en,,224.0,Guinea Bissau,2014/4/26,143.0,Ebola
2014_04_ebola-en,,,Guinea Bissau,2014/4/3,,Ebola
2014_05_01_h7n9-en,,3.0,China,2014/4/25,0.0,Avian influenza
2014_05_01_mers-en,,1.0,Egypt,2014/4/26,1.0,MERSCoV
2014_05_02_ebola-en,,226.0,Guinea Bissau,2014/5/1,149.0,Ebola
2014_05_05_mers-en,,1.0,Saudi Arabia,2014/5/5,0.0,MERSCoV
2014_05_05_mers_jordan-en,,1.0,Jordan,2014/5/5,0.0,MERSCoV
2014_05_06_ebola-en,,231.0,Guinea Bissau,2014/5/3,155.0,Ebola
2014_05_07_mers_jordan-en,,2.0,Jordan,2014/5/3,1.0,MERSCoV
2014_05_07_mers_yemen-en,,1.0,Yemen,2014/4/15,1.0,MERSCoV
2014_05_08_ebola-en,,235.0,Guinea Bissau,2014/5/5,157.0,Ebola
2014_05_09_ebola-en,,236.0,Guinea Bissau,2014/5/7,158.0,Ebola
2014_05_12_ebola-en,,233.0,Guinea Bissau,2014/5/10,157.0,Ebola
2014_05_14_mers-en,,571.0,Saudi Arabia,2014/5/12,171.0,MERSCoV
2014_05_15_ebola-en,,248.0,Guinea Bissau,2014/5/12,171.0,Ebola
2014_05_15_h7n9-en,,5.0,China,2014/5/12,0.0,Avian influenza
2014_05_15_mers-en,,572.0,,2014/5/5,173.0,MERSCoV
2014_05_16_mers-en,,2.0,The Netherlands,2014/5/15,181.0,MERSCoV
2014_05_22_h7n9-en,,4.0,China,2014/5/19,0.0,Avian influenza
2014_05_22_mers-en,,632.0,United States,2014/5/22,193.0,MERSCoV
2014_05_23_mers-en,,3.0,Saudi Arabia,2014/5/21,0.0,MERSCoV
2014_05_24_ebola-en,,8.0,Guinea Bissau,2014/5/23,3.0,Ebola
2014_05_28_ebola-en,,291.0,Angola,2014/5/28,193.0,Ebola
2014_05_28_h7n9-en,,3.0,China,2014/5/26,0.0,Avian influenza
2014_05_28_mers-en,,1.0,Jordan,2014/5/25,193.0,MERSCoV
2014_05_30_ebola-en,,1.0,Guinea Bissau,2014/5/28,1.0,Ebola
2014_06_04_ebola-en,,37.0,Guinea Bissau,2014/5/29,21.0,Ebola
2014_06_04_mers-en,,1.0,Jordan,2014/6/1,0.0,MERSCoV
2014_06_06_ebola-en,,11.0,Guinea Bissau,2014/6/2,3.0,Ebola
2014_06_10_ebola-en,,7.0,Guinea Bissau,2014/6/5,6.0,Ebola
